apple_music_id,artist,name,key,bpm
F8D6C179C5C4A72D,HNNY,"Cheer Up, My Brother",11d,108
CE14AD64AC70EF0D,2XM,Don't Wanna (Let You Go),8d,114
A5AA505409F45D58,Who Made Who,Keep Me In My Plane (DJ Koze's Hudson River Dub),8m,116
77BA5D0C31B9B645,Keinemusik feat. RY X,Feeling,11m,118
E4DC58AA7B1DF31E,Axel Boman,Hello,11m,118
D23C23CABEB5894F,Fort Romeau,Secrets & Lies,11m,120
10DA53F7D5E22BA3,Lake People / Llewellyn / Amrint Keen,San Junipero,1m,122
D0E6FA29DAF01D26,Agoria,Dust,10m,124
2E8C57B8D410F262,Martinou,Light (from within),9d,125
27D894143F9508AB,Axel Boman,The Best Ever Made Ever,4d,126
2C9605DA4DDFF414,hubbabubbaklubb,Et Annet Sted (Axel Boman Remix),1d,130
BC40BC3F27B7708E,Marcel Fengler,Jaz,3d,126
CB4DF44E1DC1775B,Soela,Again & Again,3m,125
9F0071DB2D444C50,antraum,Mata,12m,127
336C0919AA2EA42E,Mt. Rave,Micronesia (Map.ache remix),12m,129
EAECDD88D52B81F1,"Rhythm & Sound, Paul St. Hilaire",Free for All (Soundstream Remix),7m,128
