apple_music_id,artist,name,key,bpm
A4BA956905FA4FCA,Baril,Lockdown,1m,117
B74337E32768F98F,AQUARIUS HEAVEN,Universe,3m,120
069D4F6AB80EB297,Christian Löffler,Haul (Max Cooper Remix),2d,118
83D63BB4E26A3B62,Maceo Plex,Her Security,4d,120
8C86021C108E80D9,Good Guy Mikesh,Spare (Christian Löffler Remix),5m,123
5C36F8E91D3F42B2,altrice,think & dream,6m,124
8690521330EC8AF3,Halo Varga & Proudly People feat. Mr. V,Trust (Einzelkind & Robin Scholz aka Rhythm Factory - Boogie Down Bronx Remix),1m,126
07741A03011E1BB5,Robag Wruhme,Lampetee,2m,125
7F339AAC12FC35D1,Tom Bioly,Street Beat (Map.ache Remix),11m,128
BA2C87BDAF8EF848,Robag Wruhme,Calma Calma,11m,125
1B657917DDE8715F,Guy Gerber,What To Do (&ME Remix),10m,122
91EB327D3516EA59,Fünf Sterne Deluxe,Schund (Super Flu’s No Champier Mix),10m,123
CABF37CC5173999D,Weval,ON (Extended Version),7m,124
C5F31F7C9A24426C,Map.ache,Thank U Again,6m,127
B890CDCC9FE5A25D,D Stone,The Continue (Original Mix),1m,129
50A022C2E70C901B,Magnetic Family,Ode,1d,126
53630469057C2991,Jeigo,Pearl Leaf,11d,129
B0B8D7CE7C71D25D,Francis Inferno Orchestra,Harmony,1m,123
BCF4FFC5EFDDC171,Aluna & KAYTRANADA,The Recipe (Bella Boo Remix),9m,126
