apple_music_id,artist,name,key,bpm
6CDC4C63EAC0C1FC,Nicolas Jaar,Can't See What Is Burning There,1m,107
9659CB55BA67DBDB,Hodini,Chronic Gangster Boogie,10m,118
E534940AE7D7DECC,Jimpster,Porchlight And Rocking Chairs (KiNK Remix),11d,120
8CFE13D333589EAA,Osunlade,Dionne,11m,120
C9571F4CEC1ED5F4,Round,Glass,11m,120
F62F66B68805BDBE,Bostro Pesopeo,Yes,12d,120
B0B8D7CE7C71D25D,Francis Inferno Orchestra,Harmony,1m,123
5054161723F1344A,Martyn feat. Four Tet,Glassbeadgames,1m,124
5A9BF3C185DF24EB,DAMH,Black Night,2m,120
AAAFD64B647C2004,Agaric,No Way I Know I Feel (Axel Boman Remix),5d,122
F81B3909CBE1EB61,COMA,Lora (Robag's Fandara Qualv NB),4d,119
832A2663B062330B,Rampa,Necessity,3d,120
0002F679BA418CAA,Galcher Lustwerk,Put On,2d,122
77DDE88FACE6EACC,Maxxi Soundsystem feat. Name One,Regrets We Have No Use For (Original Mix),9d,118
1B2B22180EFAB735,Tell,I Lost 200€ In A Club,8m,117
83D63BB4E26A3B62,Maceo Plex,Her Security,4d,120
E869256769BD027D,Panthera Krause,Heppy,7m,123
C1582B7F7DA5845E,Herbert,I Hadn't Known (I Only Heard),8m,123
5CD77C179587250F,Youandewan,1988 (Original Mix),4m,123
BC40BC3F27B7708E,Marcel Fengler,Jaz,3d,126
