apple_music_id,artist,name,key,bpm,djay_bpm,djay_manual_bpm,apple_music_bpm,djay_am_bpm_diff,open_key,comment,key_diff
-3561008444983473345,Sailor & I,Tough Love (Aril Brikha Remix),,107.0,107.0,,107,0.0,Key 5d,Key 5d,+0
1003779461248202951,San Proper,It's Here,,114.5,114.5,,114,0.5,Key 7m,Key 7m,+0
1211436493483396364,Shinichi Atobe,Regret,,120.0,120.0,,120,0.0,Key 8m,Key 8m,+0
4553529316625210071,Sofia Kourtesis,By Your Side,,122.0,122.0,,122,0.0,Key 9m,Key 9m,+0
-7558042711820865805,Sofia Kourtesis,Si Te Portas Bonito,,122.0,122.0,,122,0.0,Key 4m,Key 4m,+0
-9118675462301238593,Super Flu,Jo Gurt (DJ Koze Remix),,118.0,118.0,,118,0.0,Key 2d,Key 2m,+0*
-6312135998724742938,Superpitcher,Little Raver (Original Mix),,110.0,110.0,,110,0.0,Key 10m,Key 10m,+0
-2686924156793753642,Superpitcher,Smile It's a New Day,,114.01,114.01,,114,0.01,Key 4m,Key 4m,+0
5768945602863182996,Superpitcher,Tomorrow (Original Mix),,94.5,94.5,,95,-0.5,Key 2m,Key 2m,+0
7948804271859766238,Superpitcher feat. Fantastic Twins,Brothers,,119.0,119.0,,119,0.0,Key 11m,Key 11m,+0
2577202230837236929,Talaboman,Loser’s Hymn,,118.0,118.0,,118,0.0,Key 11m,Key 11m,+0
-8110752823043040817,TEE MANGO,Of All The Places Left To Dance (Original Mix),,122.0,122.0,,122,0.0,Key 2m,Key 2m,+0
1957695949748483893,Tell,I Lost 200€ In A Club,,117.3,117.3,,117,0.3,Key 8m,Key 8m,+0
8669397470592995192,Till von Sein,Love T.K.O.,,118.0,118.0,,118,0.0,Key 1d,Key 1m,+0*
2675351213172789973,Todd Terje,Inspector Norse,,119.98,119.98,,120,-0.02,Key 12m,Key 12d,+0*
-542610278762048175,Todd Terje,Ragysh,,120.0,120.0,,120,0.0,Key 7d,Key 7m,+0*
2651642248259342800,Toro y Moi,Rose Quartz,,110.0,110.0,,110,0.0,Key 10m,Key 10m,+0
6440472560664382171,Underworld,Born Slippy (Alma & Mater Edit),,118.0,118.0,,118,0.0,Key 10d,Key 10m,+0*
-2365833958855992830,upper class,SIX MILLION,,120.0,120.0,,120,0.0,Key 12m,Key 12m,+0
-6180365792673407642,Voyage,Dynamic,,115.0,115.0,,115,0.0,Key 5m,Key 5m,+0
5912217209617676377,Weval,Something,,85.0,85.0,,85,0.0,Key 2m,Key 2m,+0
-95030451364091895,The White Lamp,It's You (Ron Basejam Remix),,122.0,122.0,,122,0.0,Key 1m,Key 1m,+0
-6509301989536146088,Who Made Who,Keep Me In My Plane (DJ Koze's Hudson River Dub),,116.0,116.0,,116,0.0,Key 7m,Key 7m,+0
2766108957433184639,WIDE AWAKE,Mint,,115.0,115.0,,115,0.0,Key 2m,Key 2m,+0
-7813685390896959341,Yoko Duo,Blowfish (Lake People Remix),,115.0,115.0,,115,0.0,Key 4m,Key 4m,+0
-3040537382935800585,Youandewan,Ego,,119.99,119.99,,120,-0.01,Key 12m,Key 12m,+0
-1749192340166463568,Zohra,Badala Zamana,,112.5,112.5,,113,-0.5,Key 3m,Key 3m,+0
-6143927384510919132,Midnight Magic,Beam Me Up (Jacques Renault Remix),,117.0,117.0,,117,0.0,Key 9m,Key 9m,+0
-6133243689842933306,Acid Arab,Buzq Blues,,123.0,123.0,,123,0.0,Key 6m,Key 6m,+0
5669735091377355264,Ada,Faith,,125.0,125.0,,125,0.0,Key 4m,Key 4m,+0
-3393750211503317722,Agoria,Dust,,123.98,123.98,,124,-0.02,Key 10m,Key 10m,+0
-1803831653904423069,Albion,Air (Oliver Lieb Remix) Remastered,,137.16,137.16,,137,0.16,Key 1m,Key 1m,+0
-7019647520990268180,Aphex Twin,Windowlicker,,123.0,123.0,,123,0.0,Key 10m,Key 10m,+0
-2812406574919176884,Asa Tate / Tech Support,Friends,,125.0,125.0,,125,0.0,Key 7m,Key 7m,+0
-7621711716752501346,AURORA,Some Type Of Skin (Sofia Kourtesis Remix),,127.0,127.0,,127,0.0,Key 10d,Key 10d,+0
695753626407153293,Bicep,Celeste,,125.0,125.0,,125,0.0,Key 12d,Key 12m,+0*
5214739254450562305,Bicep,Glue (Original Mix),,130.0,130.0,,130,0.0,Key 2m,Key 2m,+0
8425534563511774446,Bicep,Opal (Four Tet Remix),,127.0,127.0,,127,0.0,Key 1d,Key 1m,+0*
-932291905082860471,Blaze,Lovelee Dae (Original),,124.15,124.15,,124,0.15,Key 11m,Key 11m,+0
-1879042772365674404,Bonobo feat. O’Flynn,Otomo,,126.0,126.0,,126,0.0,Key 2m,Key 2m,+0
5966146209662247949,Caribou,Can't Do Without You,,128.0,128.0,,128,0.0,Key 1d,Key 1m,+0*
-4406654567064538384,Caribou,Julia Brightly,,140.0,140.0,,140,0.0,Key 2d,Key 2d,+0
-6780857778541227049,Caribou,Never Come Back,,128.0,128.0,,128,0.0,Key 12m,Key 12m,+0
8467776548514602771,Caribou,Sun,,128.0,128.0,,128,0.0,Key 7m,Key 7m,+0
5330771727593657392,Cerrone,Supernature,,123.5,123.5,,123,0.5,Key 10m,Key 10m,+0
6547331519279651004,Cinthie,Together (Original),,123.0,123.0,,123,0.0,Key 5m,Key 5d,+0*
4717166592714641384,Closer Musik,Maria,,124.22,124.22,,124,0.22,Key 2d,Key 2m,+0*
91567727434490367,The Cyclist,Pressing Matters (Robag's Pinvoldex Sull NB),,123.0,123.0,,123,0.0,Key 12m,Key 12m,+0
2806550742744706258,Daft Punk,Make Love,,133.1,133.1,,133,0.1,Key 7m,Key 7m,+0
-7643480643167111830,Dan Ghenacia & Shonky,Close To The Edge (Original Mix),,124.0,124.0,,124,0.0,Key 7m,Key 7m,+0
-3981647363363820848,Daniel Mehlhart,Nebelschwaden,,125.0,125.0,,125,0.0,Key 7m,Key 7m,+0
4298111262647520189,Daphni,Cloudy (Kelbin Remix),,134.0,134.0,,134,0.0,Key 3m,Key 3m,+0
5829529957532178474,Daphni,Waiting So Long,,133.3,133.3,,133,0.3,Key 4m,Key 4m,+0
-1497642857288538639,Daso,Meine,,126.0,126.0,,126,0.0,Key 4m,Key 4m,+0
-3763171521283954352,Dinky,Casa (Axel Boman Dub Mix),,124.0,124.0,,124,0.0,Key 7m,Key 7m,+0
150554572695233821,DJ Heartstring,BAE,,150.0,150.0,,150,0.0,Key 1m,Key 1m,+0
4568462663572913424,DJ Koze,Pick Up,,124.9,124.9,,125,-0.1,Key 12d,Key 12d,+0
5855229945939993898,DJ Koze,Blume Der Nacht (Original Mix),,123.0,123.0,,123,0.0,Key 10m,Key 10m,+0
5391908372623741040,DJ Linus,Are You Ready?,,124.0,124.0,,124,0.0,Key 3m,Key 3m,+0
2633887568129818710,DJ Seinfeld,U (Original Mix),,126.0,126.0,,126,0.0,Key 10d,Key 10d,+0
-970304599063468575,Dntel,(This Is) The Dream of Evan and Chan (Superpitcher Kompakt Remix),,127.0,127.0,,127,0.0,Key 9m,Key 9m,+0
-3218205292483608353,Dominik Eulberg & Essay,Dream Machine,,123.0,123.0,,123,0.0,Key 12d,Key 12d,+0
7652762435644997068,Efdemin,Parallaxis (Traumprinz's Over 2 The End Version),,123.0,123.0,,123,0.0,Key 2d,Key 2m,+0*
6723342900475309015,Efdemin,There Will Be Singing (DJ Koze Remix),,124.0,124.0,,124,0.0,Key 1m,Key 1m,+0
-4762315220583112348,Four Tet,Lush,,133.0,133.0,,133,0.0,Key 5d,Key 5m,+0*
773214301183248742,Four Tet,Baby,,127.0,127.0,,127,0.0,Key 12m,Key 12m,+0
-5712578845468405155,Francis Inferno Orchestra,Harmony,,123.0,123.0,,123,0.0,Key 12m,Key 12m,+0
-1921215453666168439,Fred again..,Tate (How I Feel),,125.1,125.1,,125,0.1,Key 1d,Key 1d,+0
2752566272739476218,Fred again..,Delilah (pull me out of this),,134.0,134.0,,134,0.0,Key 11m,Key 11m,+0
-1689166465969545898,Fred again..,Danielle (smile on my face),,130.0,130.0,,130,0.0,Key 12m,Key 12d,+0*
-2646715057851362949,Fred again..,Diana (You Don't Even Know),,123.0,123.0,,123,0.0,Key 12m,Key 12m,+0
3860487780319754642,"Fred again.., Obongjayar",adore u,,124.0,124.0,,124,0.0,Key 1d,Key 1d,+0
-7932190805340001703,Fünf Sterne Deluxe,Schund (Super Flu’s No Champier Mix),,123.0,123.0,,123,0.0,Key 10m,Key 10m,+0
7965713780452728433,Gabriel Ananda & Maceo Plex,Solitary Daze (Original Mix),,125.0,125.0,,125,0.0,Key 7m,Key 7m,+0
-2352098017622447226,Galcher Lustwerk,Enterprise,,123.83,123.83,,124,-0.17,Key 5m,Key 5m,+0
-8049804077952224210,Genius Of Time,Sunswell,,124.0,124.0,,124,0.0,Key 3d,Key 3d,+0
9167271617025027039,Gold Panda,Black Voices,,123.0,123.0,,123,0.0,Key 1m,Key 1m,+0
-4137572374903282707,Gorillaz feat. D.R.A.M.,Andromeda (Bonobo Remix),,130.0,130.0,,130,0.0,Key 1m,Key 1m,+0
6194726207062011312,Grauzone,Raum (ATA's Extended Mix),,127.0,127.0,,127,0.0,Key 1m,Key 1m,+0
24183238411390006,Grauzone,Eisbär,,129.4,129.4,,129,0.4,Key 4m,Key 4m,+0
-8521435469734567500,Gregor Salto & DJ Gregory,Canoa (Original Mix),,127.0,127.0,,127,0.0,Key 4m,Key 4m,+0
8986230555104447322,Gui Boratto,Arquipelago (Original Mix),,125.0,125.0,,125,0.0,Key 2m,Key 2m,+0
6870666305434849186,Guti,All The Girls,,125.0,125.0,,125,0.0,Key 1m,Key 1m,+0
-8750403833602209037,Halo Varga & Proudly People feat. Mr. V,Trust (Einzelkind & Robin Scholz aka Rhythm Factory - Boogie Down Bronx Remix),,126.0,126.0,,126,0.0,Key 12m,Key 12m,+0
-4514810799870081954,Herbert,I Hadn't Known (I Only Heard),,123.43,123.43,,123,0.43,Key 8m,Key 8m,+0
1708046291246106645,Isaac Tichauer,Higher Level (Bicep Remix),,123.0,123.0,,123,0.0,Key 11m,Key 11m,+0
3289017514970844315,Jamie xx,Far Nearer,,127.0,127.0,,127,0.0,Key 1m,Key 1m,+0
8026054443741412499,"Jamie xx, Romy & Oliver Sim",Waited All Night,,136.0,136.0,,136,0.0,Key 2m,Key 2m,+0
2682859174307266171,Jasper Tygner,Need You (Extended Edit),,128.0,128.0,,128,0.0,Key 4m,Key 4m,+0
-1368635552072980268,Jayda G,Both of Us,,124.0,124.0,,124,0.0,Key 6m,Key 6m,+0
537102399521819718,Jean Jacques Smoothie,2 People,,130.0,130.0,,130,0.0,Key 3m,Key 3m,+0
-3647936603439099267,Joeski feat. Jesánte,How Do I Go On,,123.0,123.0,,123,0.0,Key 3m,Key 3m,+0
-482197007606300358,"Joey Negro, Akabu",Another World (Andre Lodemann Mix),,125.0,125.0,,125,0.0,Key 9m,Key 9m,+0
9027458705835969712,Joy Orbison,flight fm,,140.0,140.0,,140,0.0,Key 12m,Key 12m,+0
952290028543086163,Kalyma,Tokyo,,124.0,124.0,,124,0.0,Key 10m,Key 10m,+0
1561334079202301913,KARO,Come on and do it (Nachtiville Opening 2023),,130.0,130.0,,130,0.0,Key 1m,Key 1m,+0
5930279757498632622,KARO,Nachti Opening 2023,,129.0,129.0,,129,0.0,Key 8m,Key 8m,+0
5069161860921958744,Keinemusik feat. Nomi Ruiz,Pussy Power,,124.0,124.0,,124,0.0,Key 1m,Key 1m,+0
4087714892523688783,Kiasmos,Blurred (Bonobo Remix),,125.0,125.0,,125,0.0,Key 5m,Key 5m,+0
4627446750702679601,Kings of Tomorrow feat. April,Fall for You (Sandy Rivera's Classic Mix),,123.0,123.0,,123,0.0,Key 11m,Key 11m,+0
7455595247986225063,Lake People / Llewellyn / Amrint Keen,Cooping - Map.ache Remix,,123.0,123.0,,123,0.0,Key 12m,Key 12m,+0
-5973222944494341940,Lauer,Antinat,,123.0,123.0,,123,0.0,Key 1d,Key 1d,+0
-1844689407855946235,Luca Albano,Calinda (Francesco Bonora Remix),,125.0,125.0,,125,0.0,Key 10m,Key 10m,+0
5809681739803299867,Magnetic Family,Ode,,126.0,126.0,,126,0.0,Key 1d,Key 1d,+0
-4182965008874585492,Map.ache,Thank U Again,,127.0,127.0,,127,0.0,Key 5m,Key 5m,+0
-9066100329033146223,Mario & Vidis feat. Ernesto,Changed,,122.9,122.9,,123,-0.1,Key 2m,Key 2m,+0
569597891673869370,Marshall Jefferson & Noosa Heads,Mushrooms (Justin Martin Mix),,125.0,125.0,,125,0.0,Key 5m,Key 5m,+0
5788275709720998986,Martyn feat. Four Tet,Glassbeadgames,,123.99,123.99,,124,-0.01,Key 1m,Key 1m,+0
834952960595809889,Max Cooper feat. Wilderthorn,Volition (Robag Wruhme’s Botnax Caal Remix),,124.0,124.0,,124,0.0,Key 4d,Key 4m,+0*
-4322958221686436468,Maya Jane Coles,Humming Bird (Original Mix),,125.0,125.0,,125,0.0,Key 8m,Key 8m,+0
-2591800170246551907,Michael Mayer feat. Joe Goddard,For You (DJ Koze Mbira Remix Full Version),,124.0,124.0,,124,0.0,Key 5d,Key 5d,+0
4090716324754044075,Midland,Final Credits,,133.0,133.0,,133,0.0,Key 9m,Key 9m,+0
5047317770290608666,Midland,Through Motion,,125.0,125.0,,125,0.0,Key 2m,Key 2m,+0
-7000527628269374892,Moderat,EASY PREY,,138.0,138.0,,138,0.0,Key 11d,Key 11m,+0*
-1089427468795535555,Moderat,NEON RATS,,131.0,131.0,,131,0.0,Key 1m,Key 1m,+0
-4716479231429679465,Nils Frahm,Familiar (Original Mix),,130.0,130.0,,130,0.0,Key 7m,Key 7m,+0
-1763263856523348344,Nina Simone & HONNE,My Baby Just Cares For Me (HONNE Remix),,126.0,126.0,,126,0.0,Key 11d,Key 11d,+0
3180973923610614492,The Other People Place,Let Me Be Me,,130.72,130.72,,131,-0.28,Key 2m,Key 2m,+0
-1699786258269797763,Panthera Krause,Heppy,,123.0,123.0,,123,0.0,Key 7m,Key 7m,+0
-130360189796551363,Phonique feat. Erlend Øye,For The Time Being,,123.0,123.0,,123,0.0,Key 4m,Key 4m,+0
2760188559169668541,Rezident,Echoes,,123.0,123.0,,123,0.0,Key 12m,Key 12m,+0
-5239555972180813200,Rita Lee & Axel Boman,Lança Perfume (Axel Boman Remix),,125.0,125.0,,125,0.0,Key 3d,Key 3d,+0
8851685406071830180,Rival Consoles,Recovery,,155.0,155.0,,155,0.0,Key 4m,Key 4m,+0
-5031497434915735480,Robag Wruhme,Calma Calma,,125.0,125.0,,125,0.0,Key 11m,Key 11m,+0
27796954181659816,Roman Flügel,How To Spread Lies,,123.0,123.0,,123,0.0,Key 7m,Key 7m,+0
-39427258114495151,Ross from Friends,The Daisy,,132.0,132.0,,132,0.0,Key 6m,Key 6m,+0
-8522800380129336674,Ross From Friends,Epiphany,,127.0,127.0,,127,0.0,Key 6m,Key 6m,+0
-7887756810012917482,Ross From Friends,High Energy,,129.0,129.0,,129,0.0,Key 6m,Key 6m,+0
-1525139901503489989,Ross from Friends,Talk To Me You'll Understand,,126.0,126.0,,126,0.0,Key 5m,Key 5m,+0
-557552047335852186,Roy Of The Ravers,Emotinium (Roy Of The Ravers Secret Mix),,127.1,127.1,,127,0.1,Key 9m,Key 9m,+0
-1764440568993123894,Shingo Nakamura & Kazusa,Move On (Tim Engelhardt Love Mix),,125.0,125.0,,125,0.0,Key 7d,Key 7m,+0*
-192790488024375539,SILK,Quiver,,131.0,131.0,,131,0.0,Key 8d,Key 8d,+0
3158038207137506225,Sofia Kourtesis,Vajkoczy,,124.0,124.0,,124,0.0,Key 1d,Key 1d,+0
8099319921527896615,Sofia Kourtesis & Daphni,Unidos,,133.0,133.0,,133,0.0,Key 2m,Key 2m,+0
-1309101300695274932,Soul Capsule,Lady Science (NYC Sunrise),,127.87,127.87,,128,-0.13,Key 2m,Key 2m,+0
6546800634220025499,Soulful Session & Lynn Lockamy,Hostile Takeover,,126.0,126.0,,126,0.0,Key 1m,Key 1m,+0
-6166835003213293459,Stardust,Music Sounds Better With You,,123.91,123.91,,124,-0.09,Key 8m,Key 8m,+0
4396813399298079035,Superpitcher,Rabbits In A Hurry (Sascha Funkes JD Is The One Rabbits Remix),,125.0,125.0,,125,0.0,Key 3m,Key 3m,+0
-589234406503743326,Superpitcher,Tonite,,124.0,124.0,,124,0.0,Key 6m,Key 6m,+0
-8932389081613842858,Tim Engelhardt,High Places,,124.0,124.0,,124,0.0,Key 8d,Key 8m,+0*
9165839730472662481,Tom Bioly,Street Beat (Map.ache Remix),,128.0,128.0,,128,0.0,Key 11m,Key 11m,+0
4840770575484896153,TSHA,Sacred,,123.0,123.0,,123,0.0,Key 1m,Key 1m,+0
7842652361133141950,Westbam feat. Nena,Oldschool Baby (Piano Mix),,130.5,130.5,,131,-0.5,Key 8m,Key 8m,+0
-3837287006816986723,Weval,ON (Extended Version),,124.0,124.0,,124,0.0,Key 7m,Key 7m,+0
3439199725015269212,The XX,On Hold (Jamie xx Remix),,128.2,128.2,,128,0.2,Key 10d,Key 10m,+0*
1415828869727571624,Yaeji,Raingurl,,128.0,128.0,,128,0.0,Key 3m,Key 3m,+0
6689952212216915215,Youandewan,1988 (Original Mix),,123.0,123.0,,123,0.0,Key 4m,Key 4m,+0
6517053572509908016,Zone+,Infinite Galaxy,,124.0,124.0,,124,0.0,Key 11m,Key 11m,+0
8661342935565749384,박혜진 park hye jin,I DON'T CARE,,124.0,124.0,,124,0.0,Key 4m,Key 4m,+0
-2096570142382190409,Róisín Murphy,Overpowered,,117.0,117.0,,117,0.0,Key 7m,Key 7m,+0
6432779646589283066,BLVTH,Mars,,103.0,103.0,,103,0.0,Key 11m,Key 11m,+0
5962991440939709839,Soulwax,Essential Eleven,,123.98,123.98,,124,-0.02,Key 3m,Key 3m,+0
779688104379778897,Baby's Berserk,Toxic Kisses,,127.8,127.8,,128,-0.2,Key 2d,Key 2m,+0*
6274234480791839692,Lime,I Don't Wanna Lose You (Club Mix),,123.04,123.04,,123,0.04,Key 2m,Key 2m,+0
1858396897672046616,KiNK,Perth (Original Mix),,125.0,125.0,,125,0.0,Key 10m,Key 10m,+0
-3501161401597754148,Fred again..,Billie (Loving Arms),,128.0,128.0,,128,0.0,Key 11d,Key 11m,+0*
-4634309754428006905,Fred again..,Tanya (Maybe Life),,128.0,128.0,,128,0.0,Key 12d,Key 12d,+0
2046513497809162345,Fred again..,Kammy (like i do),,132.0,132.0,,132,0.0,Key 11m,Key 11m,+0
-8495594148151683127,Kerri Chandler & Jerome Sydenham feat. Troy Denari,You're in My System (Dennis Quin Vocal Mix),,123.0,123.0,,123,0.0,Key 7m,Key 7m,+0
1637689457290942586,Loods & Grab,Love Is Real,,130.0,130.0,,130,0.0,Key 11d,Key 11m,+0*
-2940741819551681777,Jamie Jones,My Paradise,,128.0,128.0,,128,0.0,Key 8m,Key 8m,+0
5191041441685466742,Whirlpool Productions,From: Disco To: Disco (Remastered),,123.87,123.87,,124,-0.13,Key 5m,Key 5m,+0
7555024198712884749,Sylvester,You Make Me Feel (Mighty Real),,131.9,131.9,,132,-0.1,Key 9m,Key 9m,+0
-4767386018031841554,dreamcastmoe,(301)341-7207,,73.5,73.5,,73,0.5,Key 11m,Key 11m,+0
-4532063193446351037,Frank Ocean,Nights,,80.0,80.0,,80,0.0,Key 11d,Key 11d,+0
2491857609402798360,NxWorries,Suede,,117.0,117.0,,117,0.0,Key 12m,Key 12m,+0
2782126565424630843,Danny Brown,Grown Up,,93.46,93.46,,94,-0.54,Key 6m,Key 6m,+0
-8664586770562840099,Mykki Blanco,Free Ride,,112.0,112.0,,112,0.0,Key 11m,Key 11m,+0
-2275681206676940173,Romy & Fred again..,Strong,,134.0,134.0,,134,0.0,Key 5d,Key 5d,+0
5943131933506696914,Galcher Lustwerk,I Neva Seen,,118.0,118.0,,118,0.0,Key 9m,Key 9m,+0
-2542719024286316194,Nic Fanciulli & Black Circle,Blessed (Extended Mix),,126.0,126.0,,126,0.0,Key 4m,Key 4m,+0
-3633688976129146947,Jamie Jones,My Paradise (Extended Mix),,128.0,128.0,,128,0.0,Key 8m,Key 8m,+0
